sampleid	name	date	latitude	longitude	country	Brouns_A.20151106	Mazankova_primerA_20.20151201	Decewicz_Dziewit_Lodz_Aseq2.20160126	Decewicz_Dziewit_Lodz_Aseq5.20160303	Decewicz_Dziewit_Warsaw_Aseq2.20160303	Tyakht_Nov_287_A	Decewicz_Dziewit_Wyszkow_Aseq2.20160126	Decewicz_Dziewit_Wyszkow_Aseq2.20160303	Decewicz_Dziewit_Wyszkow_Aseq3.20160126	Decewicz_Dziewit_Wyszkow_Aseq3.20160303	Mazankova_primerA_22.20151201	Mazankova_primerA_14.20151201	Mazankova_primerA_13.20151201	Mazankova_primerA_18.20151201	Mazankova_primerA_12.20151201	Mazankova_primerA_10.20151201	Decewicz_Dziewit_Warsaw_Aseq1.20160303	Decewicz_Dziewit_Warsaw_Aseq1.20160126	Decewicz_Dziewit_Warsaw_Aseq3.20160126	Decewicz_Dziewit_Warsaw_Aseq4.20160303	Muniesa_E1_Gav_primerA.201510	Muniesa_1.1_Gav_primerA.201510	Muniesa_E23_Gav_primerA.201406	Muniesa_E13_Gav_primerA.201405	Muniesa_E8_ElPratdeLlobregat_primerA.201401	Muniesa_E2_Gav_primerA.201510	Muniesa_E4_Gav_primerA.201311	Muniesa_E7_Gav_primerA.201401	Muniesa_E32_Girona_primerA.201505	Muniesa_E14_ElPratdeLlobregat_primerA.201401	Mazankova_primerA_4.20151201	Mazankova_primerA_19.20151201	Decewicz_Dziewit_Oswiecim_Aseq5.20160303	Mazankova_primerA_9.20151201	Decewicz_Dziewit_Warsaw_Aseq2.20160126	Decewicz_Dziewit_Warsaw_Aseq4.20160126	Decewicz_Dziewit_Warsaw_Aseq5.20160303	Decewicz_Dziewit_Wyszkow_Aseq1.20160126	Decewicz_Dziewit_Wyszkow_Aseq1.20160303	Decewicz_Dziewit_Wyszkow_Aseq5.20160303	Decewicz_Dziewit_Oswiecim_Aseq2.20160303	Cinek_bin15_primerA.20151120	Cinek_bin16_primerA.20151120	Decewicz_Dziewit_Lodz_Aseq4.20160303	Strain_primerA.20151215	Decewicz_Dziewit_Oswiecim_Aseq1.20160303	Decewicz_Dziewit_Warsaw_Aseq3.20160303	Mazankova_primerA_2.20151201	Decewicz_Dziewit_Oswiecim_Aseq1.20160126	Decewicz_Dziewit_Oswiecim_Aseq3.20160303	DiazMunoz_Davis1_A	DiazMunoz_NYC_A	Lavigne.PrimerA.20160126	Tyakht_Spb_73_13P_A	Wagemans_A.20160412	Tyakht_OM_178_A	Decewicz_Dziewit_Oswiecim_Aseq2.20160126	Decewicz_Dziewit_Oswiecim_Aseq4.20160303	Mazankova_primerA_5.20151201	Cinek_bin79_primerA.20151120	Mazankova_primerA_7.20151201	Qimron_Ramallah_A_20151202	DiazMunoz_Davis3_A	Qimron_Qalqilyah_A_20151202	Mazankova_primerA_3.20151201	crAssphage_A	Decewicz_Dziewit_Lodz_Aseq1.20160303	Tyakht_Spb_105_45P_A	Mazankova_primerA_23.20151201	Cho_A.20160208	Qimron_Jericho_A_20151202	Mazankova_primerA_6.20151201	Qimron_Salfit_A_20151202	Mazankova_primerA_11.20151201	Decewicz_Dziewit_Lodz_Aseq3.20160303	Fineran_Dunedin_	Decewicz_Dziewit_Lodz_Aseq1.20160126	Decewicz_Dziewit_Lodz_Aseq2.20160303	Tyakht_Spb_74_14P_A	Cinek_bin08_primerA.20151120	Cinek_bin13_primerA.20151120	Decewicz_Dziewit_Wyszkow_Aseq4.20160303	Mazankova_primerA_16.20151201	Tyakht_Nov_282_A	Santos_A1.20160225	Cinek_bin11_primerA.20151120	Cinek_bin12_primerA.20151120	Cinek_bin14_primerA.20151120	Cinek_bin71_primerA.20151120	Cinek_bin56_primerA.20151120	Cinek_bin55_primerA.20151120	Fineran_Greymouth_A	Santos_A2.20160225	Edwards_A.20151002.S3	Edwards_A.20151209.S1	Edwards_A.20151209.S3	Edwards_A.20151209.S4	Edwards_A.20151209.S2	Santos_A10.20160225	Edwards_A.20151002.S2	Edwards_A.20151002.S1	Nigro_A.20161212.SandIsland	CazaresVinuesa_20160516	Nigro_A.20161212.Waianae	Zambrano_A.20160412.1	Santos_A9.20160225	Edwards_A.20151002.S4	Zambrano_A.20160412.s2
Tyakht_Spb_105_45P_A	Tyakht Spb_105_45P_A primer A	20160301	59.57	30.18	Russia	0.019025	0.033900	0.043249	0.043249	0.045619	0.047583	0.046831	0.046831	0.039691	0.039691	0.013457	0.014621	0.011309	0.019139	0.015836	0.014600	0.022423	0.022423	0.022423	0.022423	0.013548	0.013544	0.013545	0.012426	0.014697	0.014707	0.013546	0.014667	0.014611	0.020418	0.018001	0.018491	0.030460	0.019276	0.031619	0.031619	0.031619	0.031616	0.031616	0.030473	0.022488	0.035035	0.035035	0.039748	0.030481	0.030427	0.029234	0.014644	0.029322	0.029322	0.013372	0.013453	0.021296	0.029317	0.019120	0.031607	0.036255	0.036255	0.016249	0.024702	0.015919	0.021241	0.013392	0.020160	0.017846	0.025844	0.034977	0.000000	0.011428	0.037732	0.018985	0.023735	0.023549	0.022959	0.062335	0.012918	0.049347	0.049347	0.020334	0.061421	0.061421	0.072769	0.023221	0.069772	0.037352	0.128060	0.126630	0.126630	0.127066	0.123563	0.135291	0.012829	0.089041	0.110399	0.126234	0.078356	0.120845	0.162002	0.082707	0.108121	0.192558	0.195640	0.149405	0.195573	0.225826	0.147582	0.211139	0.249940
Mazankova_primerA_23.20151201	Mazankova primer A sample 23 20151201	20151201	50.0751514	14.3406075	Czech Republic	0.003411	0.012586	0.024229	0.024229	0.026547	0.025927	0.025404	0.025404	0.017204	0.017204	0.001137	0.001137	0.000000	0.002281	0.002283	0.002283	0.007973	0.006829	0.006829	0.006829	0.002289	0.002288	0.001144	0.001145	0.003438	0.003441	0.002289	0.003431	0.002282	0.009196	0.002276	0.003475	0.011425	0.003444	0.009117	0.009117	0.009117	0.010272	0.010272	0.009127	0.014909	0.014858	0.014858	0.014869	0.013731	0.013724	0.012559	0.002284	0.010290	0.010290	0.003411	0.001138	0.005692	0.013724	0.005714	0.016043	0.018375	0.018375	0.002361	0.009118	0.003460	0.009125	0.003410	0.006836	0.011416	0.011429	0.014861	0.011428	0.000000	0.022780	0.004547	0.004564	0.007983	0.011647	0.040783	0.007800	0.036137	0.036137	0.009188	0.035081	0.035081	0.053547	0.010543	0.049106	0.018359	0.111240	0.109812	0.109812	0.110873	0.108064	0.121104	0.005164	0.070944	0.095662	0.102093	0.060958	0.103216	0.143183	0.071011	0.091958	0.176422	0.177279	0.134026	0.178309	0.200948	0.135789	0.192910	0.233583
Cho_A.20160208	GyuSung Cho Primer A 20160208	20160208	49.0151676	8.4008814	Germany	0.029254	0.043724	0.056045	0.056045	0.064816	0.056435	0.058530	0.058530	0.059921	0.059921	0.021106	0.022309	0.027837	0.021058	0.021213	0.023511	0.032828	0.030406	0.030406	0.030406	0.020033	0.020027	0.018845	0.018866	0.022453	0.020049	0.020012	0.021197	0.023480	0.024831	0.021081	0.024128	0.044922	0.021232	0.028067	0.028067	0.028067	0.036422	0.036422	0.035230	0.038935	0.033967	0.033967	0.038876	0.037681	0.038839	0.041198	0.018810	0.031631	0.031631	0.026872	0.025810	0.031612	0.034030	0.024578	0.035226	0.041310	0.041310	0.026752	0.031618	0.021247	0.019764	0.029311	0.025688	0.037680	0.043797	0.041296	0.037732	0.022780	0.000000	0.024447	0.030612	0.029288	0.022579	0.058524	0.025769	0.040084	0.040084	0.034165	0.059989	0.059989	0.082284	0.032804	0.067913	0.053595	0.126518	0.125036	0.125036	0.125445	0.124637	0.139696	0.024124	0.112709	0.123499	0.150043	0.105307	0.145892	0.181194	0.077716	0.121419	0.222537	0.201366	0.158957	0.200763	0.216074	0.163632	0.240778	0.226332
Qimron_Jericho_A_20151202	Qimron lab primer A 20151202	20151202	31.85	35.45	Israel	0.008858	0.025773	0.032680	0.032680	0.039635	0.039916	0.037290	0.037290	0.035053	0.035053	0.001111	0.003341	0.003206	0.005559	0.003359	0.004453	0.012213	0.009969	0.009969	0.009969	0.002235	0.002235	0.001117	0.001118	0.003358	0.003360	0.002235	0.003351	0.005564	0.006728	0.003332	0.008011	0.023476	0.006724	0.018964	0.018964	0.018964	0.017825	0.017825	0.016704	0.020113	0.023450	0.023450	0.026922	0.020102	0.017812	0.018910	0.003349	0.014462	0.014462	0.006647	0.005558	0.009969	0.020084	0.011140	0.022339	0.024626	0.024626	0.008051	0.015556	0.004508	0.008853	0.007768	0.009973	0.018967	0.024692	0.026904	0.018985	0.004547	0.024447	0.000000	0.010051	0.013339	0.013645	0.052524	0.007715	0.042076	0.042076	0.016851	0.046860	0.046860	0.062869	0.012655	0.056879	0.033867	0.127848	0.126421	0.126421	0.125515	0.123360	0.137788	0.005098	0.087516	0.100543	0.120622	0.074989	0.117166	0.154752	0.069874	0.099756	0.188774	0.188674	0.143781	0.186014	0.206467	0.135626	0.205330	0.238155
Mazankova_primerA_6.20151201	Mazankova primer A sample 6 20151201	20151201	49.7477831	13.3783489	Czech Republic	0.011173	0.019119	0.034123	0.034123	0.038732	0.043959	0.038804	0.038804	0.030621	0.030621	0.004482	0.004491	0.004822	0.006729	0.003375	0.005621	0.013442	0.014551	0.014551	0.014551	0.002255	0.002254	0.003386	0.002259	0.003387	0.003390	0.002255	0.003380	0.008996	0.009071	0.005594	0.005739	0.019114	0.007914	0.015711	0.015711	0.015711	0.016821	0.016821	0.015692	0.021420	0.019093	0.019093	0.021386	0.015695	0.014547	0.013428	0.005623	0.012326	0.012326	0.010070	0.005595	0.012283	0.015684	0.013466	0.022538	0.022509	0.022509	0.006949	0.012287	0.005669	0.016850	0.011194	0.011179	0.022550	0.020306	0.025974	0.023735	0.004564	0.030612	0.010051	0.000000	0.016845	0.016019	0.049328	0.007741	0.043531	0.043531	0.016936	0.043695	0.043695	0.065758	0.017382	0.057090	0.034129	0.124772	0.123342	0.123342	0.124969	0.120280	0.133327	0.006399	0.089701	0.106749	0.120365	0.077591	0.120119	0.154353	0.080547	0.097716	0.184557	0.190363	0.146485	0.187111	0.198825	0.142398	0.205766	0.244336
Qimron_Salfit_A_20151202	Qimron lab primer A 20151202	20151202	32.08	35.18	Israel	0.013341	0.030409	0.044413	0.044413	0.046694	0.046274	0.049105	0.049105	0.041993	0.041993	0.008948	0.008953	0.004811	0.013442	0.010131	0.010066	0.021243	0.016707	0.016707	0.016707	0.008999	0.008997	0.008997	0.007879	0.010138	0.010145	0.008998	0.010117	0.010056	0.013543	0.010062	0.012646	0.030411	0.010125	0.018988	0.018988	0.018988	0.026926	0.026926	0.025792	0.024685	0.025753	0.025753	0.029245	0.024671	0.026905	0.028057	0.010105	0.025853	0.025853	0.013352	0.011186	0.014459	0.026928	0.016799	0.029259	0.033819	0.033819	0.013877	0.020083	0.010197	0.015578	0.012245	0.007748	0.021256	0.029303	0.031519	0.023549	0.007983	0.029288	0.013339	0.016845	0.000000	0.020603	0.054962	0.012912	0.044474	0.044474	0.023724	0.056410	0.056410	0.062602	0.016172	0.053297	0.043204	0.119262	0.117862	0.117862	0.119276	0.117505	0.131724	0.011535	0.099505	0.108935	0.127829	0.083251	0.127015	0.156645	0.078482	0.106631	0.195586	0.193898	0.149192	0.194282	0.211077	0.144402	0.214243	0.247806
Mazankova_primerA_11.20151201	Mazankova primer A sample 11 20151201	20151201	49.8346453	18.2820442	Czech Republic	0.017117	0.028721	0.034638	0.034638	0.034643	0.039646	0.034671	0.034671	0.035903	0.035903	0.010288	0.011441	0.013201	0.014874	0.011481	0.012598	0.018301	0.020579	0.020579	0.020579	0.011489	0.011486	0.010335	0.010346	0.011486	0.011511	0.011490	0.012633	0.012578	0.016143	0.013719	0.011665	0.027595	0.012676	0.018279	0.018279	0.018279	0.024067	0.024067	0.022910	0.019459	0.024045	0.024045	0.029929	0.026396	0.025196	0.026366	0.012618	0.024082	0.024082	0.012534	0.011403	0.015943	0.020561	0.014833	0.018259	0.026368	0.026368	0.012994	0.017099	0.012756	0.017104	0.012536	0.017101	0.022947	0.024138	0.029922	0.022959	0.011647	0.022579	0.013645	0.016019	0.020603	0.000000	0.048912	0.014367	0.032328	0.032328	0.017251	0.047947	0.047947	0.064320	0.020038	0.058289	0.031165	0.119842	0.118404	0.118404	0.119711	0.115331	0.125602	0.010350	0.088527	0.105965	0.124188	0.078900	0.124004	0.157972	0.070494	0.103520	0.192066	0.195810	0.149081	0.189692	0.219643	0.145288	0.207822	0.241858
Decewicz_Dziewit_Lodz_Aseq3.20160303	Decewicz Dziewit Primer A Lodz 20160303	20160303	51.727940	19.347618	Poland	0.054900	0.044286	0.047787	0.047787	0.052473	0.044865	0.051334	0.051334	0.062175	0.062175	0.043551	0.045890	0.024467	0.044606	0.042583	0.047128	0.057280	0.053645	0.053645	0.053645	0.043793	0.043780	0.043825	0.043872	0.046224	0.045040	0.043785	0.044913	0.047009	0.049780	0.043436	0.034966	0.063384	0.039038	0.051364	0.051364	0.051364	0.057246	0.057246	0.056075	0.064569	0.048917	0.048917	0.059693	0.052566	0.057259	0.053726	0.041356	0.053782	0.053782	0.050261	0.046963	0.053643	0.050160	0.047963	0.059723	0.066898	0.066898	0.046149	0.054860	0.045326	0.052609	0.051510	0.051359	0.059815	0.063498	0.069375	0.062335	0.040783	0.058524	0.052524	0.049328	0.054962	0.048912	0.000000	0.032756	0.081757	0.081757	0.060212	0.069779	0.069779	0.070139	0.050852	0.071369	0.048964	0.125095	0.123675	0.123675	0.122568	0.123297	0.136125	0.035228	0.106928	0.145960	0.173355	0.128693	0.160712	0.204044	0.124800	0.145461	0.238262	0.219496	0.188912	0.232023	0.249276	0.178594	0.256603	0.317153
Fineran_Dunedin_	Fineran Primer B	20160317	45.9062333	170.4858516	New Zealand	0.007715	0.009013	0.014208	0.014208	0.019427	0.018051	0.019455	0.019455	0.015530	0.015530	0.007715	0.007722	0.011240	0.007731	0.007732	0.007725	0.011606	0.010295	0.010295	0.010295	0.007731	0.007731	0.007729	0.007737	0.007735	0.009042	0.007736	0.007733	0.007725	0.015556	0.007715	0.007775	0.012913	0.007746	0.012900	0.012900	0.012900	0.012900	0.012900	0.012900	0.019467	0.016795	0.016795	0.019452	0.012905	0.015512	0.014203	0.007731	0.010322	0.010322	0.007715	0.007715	0.010307	0.014203	0.010354	0.018138	0.020751	0.020751	0.008057	0.011585	0.009102	0.010303	0.007715	0.009014	0.011589	0.014222	0.020745	0.012918	0.007800	0.025769	0.007715	0.007741	0.012912	0.014367	0.032756	0.000000	0.042217	0.042217	0.009063	0.031487	0.031487	0.051024	0.013062	0.045431	0.012915	0.106134	0.104544	0.104544	0.108158	0.102617	0.109121	0.009449	0.064982	0.109130	0.117643	0.072344	0.114237	0.136464	0.084105	0.098623	0.189672	0.191808	0.134356	0.182782	0.221288	0.148489	0.213070	0.244414
Decewicz_Dziewit_Lodz_Aseq1.20160126	Decewicz Dziewit Primer A Lodz 20160126	20160126	51.727940	19.347618	Poland	0.044424	0.058709	0.073359	0.073359	0.075691	0.077357	0.071966	0.071966	0.072164	0.072164	0.036538	0.036556	0.048182	0.038829	0.037920	0.038904	0.049145	0.047931	0.047931	0.047931	0.037954	0.037942	0.036785	0.036825	0.039159	0.038015	0.037946	0.039076	0.040026	0.041521	0.038853	0.041096	0.059943	0.042703	0.050362	0.050362	0.050362	0.053881	0.053881	0.052711	0.051596	0.056169	0.056169	0.061101	0.049150	0.053838	0.055045	0.040229	0.050416	0.050416	0.042160	0.037648	0.043195	0.043226	0.043440	0.053918	0.058669	0.058669	0.042612	0.042054	0.037077	0.042143	0.042223	0.043256	0.050454	0.060101	0.059937	0.049347	0.036137	0.040084	0.042076	0.043531	0.044474	0.032328	0.081757	0.042217	0.000000	0.000000	0.041279	0.080852	0.080852	0.103312	0.044912	0.073242	0.070947	0.141585	0.140124	0.140124	0.144124	0.137267	0.147500	0.040577	0.134232	0.139513	0.163157	0.113825	0.156180	0.194210	0.094479	0.134316	0.232365	0.240641	0.182482	0.227114	0.251804	0.182180	0.239071	0.276938
Decewicz_Dziewit_Lodz_Aseq2.20160303	Decewicz Dziewit Primer A Lodz 20160303	20160303	51.727940	19.347618	Poland	0.044424	0.058709	0.073359	0.073359	0.075691	0.077357	0.071966	0.071966	0.072164	0.072164	0.036538	0.036556	0.048182	0.038829	0.037920	0.038904	0.049145	0.047931	0.047931	0.047931	0.037954	0.037942	0.036785	0.036825	0.039159	0.038015	0.037946	0.039076	0.040026	0.041521	0.038853	0.041096	0.059943	0.042703	0.050362	0.050362	0.050362	0.053881	0.053881	0.052711	0.051596	0.056169	0.056169	0.061101	0.049150	0.053838	0.055045	0.040229	0.050416	0.050416	0.042160	0.037648	0.043195	0.043226	0.043440	0.053918	0.058669	0.058669	0.042612	0.042054	0.037077	0.042143	0.042223	0.043256	0.050454	0.060101	0.059937	0.049347	0.036137	0.040084	0.042076	0.043531	0.044474	0.032328	0.081757	0.042217	0.000000	0.000000	0.041279	0.080852	0.080852	0.103312	0.044912	0.073242	0.070947	0.141585	0.140124	0.140124	0.144124	0.137267	0.147500	0.040577	0.134232	0.139513	0.163157	0.113825	0.156180	0.194210	0.094479	0.134316	0.232365	0.240641	0.182482	0.227114	0.251804	0.182180	0.239071	0.276938
Tyakht_Spb_74_14P_A	Tyakht Spb_74_14P_A primer A	20160301	59.57	30.18	Russia	0.014586	0.031827	0.038875	0.038875	0.043515	0.045209	0.044818	0.044818	0.041224	0.041224	0.009005	0.009002	0.009691	0.010134	0.010182	0.012422	0.022546	0.020263	0.020263	0.020263	0.010199	0.010197	0.009062	0.009072	0.011349	0.010207	0.010189	0.010188	0.010135	0.017080	0.010133	0.012738	0.030688	0.014800	0.022579	0.022579	0.022579	0.024870	0.024870	0.023728	0.024909	0.030594	0.030594	0.030654	0.021422	0.028288	0.029452	0.010175	0.020313	0.020313	0.014606	0.010125	0.016840	0.022556	0.018056	0.020303	0.027183	0.027183	0.015190	0.015716	0.011396	0.021440	0.013487	0.017992	0.027175	0.028397	0.035307	0.020334	0.009188	0.034165	0.016851	0.016936	0.023724	0.017251	0.060212	0.009063	0.041279	0.041279	0.000000	0.055749	0.055749	0.073416	0.017473	0.066312	0.044758	0.133488	0.132032	0.132032	0.134102	0.128898	0.143632	0.006416	0.104538	0.109811	0.120676	0.074332	0.120548	0.163846	0.083445	0.099220	0.189419	0.190286	0.153725	0.189001	0.216505	0.148534	0.206205	0.255808
Cinek_bin08_primerA.20151120	Cinek lab sample bin08 primer A 20151120	20151120	61.505	23.815	Finland	0.046871	0.050530	0.058919	0.058919	0.054007	0.055306	0.048077	0.048077	0.049336	0.049336	0.040208	0.041425	0.027938	0.043672	0.041629	0.041419	0.046925	0.050394	0.050394	0.050394	0.039218	0.039206	0.038046	0.038087	0.040429	0.040457	0.039211	0.041550	0.043643	0.046361	0.043653	0.037552	0.051679	0.042790	0.052842	0.052842	0.052842	0.050453	0.050453	0.049283	0.054084	0.050376	0.050376	0.058777	0.056436	0.044465	0.051616	0.041489	0.055337	0.055337	0.044675	0.041301	0.050392	0.051628	0.045931	0.058866	0.049230	0.049230	0.041500	0.049191	0.041842	0.051666	0.045902	0.052783	0.056603	0.051879	0.060068	0.061421	0.035081	0.059989	0.046860	0.043695	0.056410	0.047947	0.069779	0.031487	0.080852	0.080852	0.055749	0.000000	0.000000	0.054124	0.051012	0.075157	0.055392	0.102594	0.101243	0.101243	0.101903	0.101157	0.124311	0.031238	0.104794	0.149917	0.169608	0.126486	0.165596	0.198490	0.124179	0.142038	0.235389	0.220755	0.179592	0.223533	0.252805	0.174969	0.253576	0.286867
Cinek_bin13_primerA.20151120	Cinek lab sample bin13 primer A 20151120	20151120	61.505	23.815	Finland	0.046871	0.050530	0.058919	0.058919	0.054007	0.055306	0.048077	0.048077	0.049336	0.049336	0.040208	0.041425	0.027938	0.043672	0.041629	0.041419	0.046925	0.050394	0.050394	0.050394	0.039218	0.039206	0.038046	0.038087	0.040429	0.040457	0.039211	0.041550	0.043643	0.046361	0.043653	0.037552	0.051679	0.042790	0.052842	0.052842	0.052842	0.050453	0.050453	0.049283	0.054084	0.050376	0.050376	0.058777	0.056436	0.044465	0.051616	0.041489	0.055337	0.055337	0.044675	0.041301	0.050392	0.051628	0.045931	0.058866	0.049230	0.049230	0.041500	0.049191	0.041842	0.051666	0.045902	0.052783	0.056603	0.051879	0.060068	0.061421	0.035081	0.059989	0.046860	0.043695	0.056410	0.047947	0.069779	0.031487	0.080852	0.080852	0.055749	0.000000	0.000000	0.054124	0.051012	0.075157	0.055392	0.102594	0.101243	0.101243	0.101903	0.101157	0.124311	0.031238	0.104794	0.149917	0.169608	0.126486	0.165596	0.198490	0.124179	0.142038	0.235389	0.220755	0.179592	0.223533	0.252805	0.174969	0.253576	0.286867
Decewicz_Dziewit_Wyszkow_Aseq4.20160303	Decewicz Dziewit Primer A Wyszkow 20160303	20160303	52.577948	21.429024	Poland	0.070186	0.076426	0.070342	0.070342	0.073941	0.060873	0.064137	0.064137	0.062690	0.062690	0.062325	0.063561	0.027879	0.065832	0.061435	0.064700	0.070271	0.068942	0.068942	0.068942	0.060151	0.060131	0.057747	0.057810	0.060220	0.061462	0.060138	0.061350	0.062105	0.063886	0.064611	0.051290	0.067722	0.062577	0.073954	0.073954	0.073954	0.071470	0.071470	0.070265	0.075263	0.076267	0.076267	0.070096	0.077685	0.072542	0.072669	0.059963	0.076582	0.076582	0.062982	0.062163	0.068939	0.072683	0.069278	0.070278	0.075095	0.075095	0.066756	0.070133	0.060436	0.065271	0.063032	0.066462	0.070296	0.067919	0.061504	0.072769	0.053547	0.082284	0.062869	0.065758	0.062602	0.064320	0.070139	0.051024	0.103312	0.103312	0.073416	0.054124	0.054124	0.000000	0.066448	0.073332	0.061628	0.075731	0.074444	0.074444	0.071348	0.071765	0.099051	0.053389	0.122211	0.168856	0.189740	0.146673	0.191193	0.227779	0.146883	0.165185	0.255657	0.216595	0.202615	0.227895	0.262215	0.193752	0.279665	0.331357
Mazankova_primerA_16.20151201	Mazankova primer A sample 16 20151201	20151201	50.5583072	14.8217867	Czech Republic	0.013827	0.027930	0.033906	0.033906	0.037483	0.037495	0.036296	0.036296	0.037517	0.037517	0.010386	0.010406	0.016569	0.011565	0.011592	0.012748	0.022018	0.018476	0.018476	0.018476	0.011607	0.011604	0.010441	0.010453	0.012786	0.012786	0.011605	0.011604	0.011565	0.017490	0.012679	0.014175	0.025533	0.012816	0.018507	0.018507	0.018507	0.024356	0.024356	0.023186	0.025588	0.026704	0.026704	0.027930	0.020833	0.026700	0.024310	0.012758	0.022023	0.022023	0.015012	0.013882	0.016149	0.026719	0.018572	0.023205	0.031454	0.031454	0.015591	0.020813	0.014016	0.017320	0.014996	0.015003	0.020814	0.024398	0.026694	0.023221	0.010543	0.032804	0.012655	0.017382	0.016172	0.020038	0.050852	0.013062	0.044912	0.044912	0.017473	0.051012	0.051012	0.066448	0.000000	0.049412	0.032699	0.124384	0.122915	0.122915	0.127284	0.121080	0.136012	0.010409	0.089806	0.109877	0.122946	0.080091	0.122456	0.154332	0.086363	0.103439	0.191608	0.197529	0.148909	0.202116	0.215188	0.149885	0.215669	0.257280
Tyakht_Nov_282_A	Tyakht Nov_282_A primer A	20160301	55.03	82.57	Russia	0.058736	0.060566	0.067817	0.067817	0.073326	0.064115	0.073429	0.073429	0.069757	0.069757	0.050300	0.050268	0.048872	0.053830	0.050352	0.054080	0.064255	0.064102	0.064102	0.064102	0.049089	0.049066	0.047301	0.047378	0.049100	0.050946	0.049018	0.050792	0.052045	0.060050	0.053883	0.054397	0.075211	0.050546	0.066030	0.066030	0.066030	0.073271	0.073271	0.069685	0.073451	0.071305	0.071305	0.078941	0.062449	0.071275	0.062311	0.052350	0.069836	0.069836	0.058783	0.053768	0.058652	0.067757	0.060720	0.069642	0.075067	0.075067	0.058569	0.067645	0.050583	0.051617	0.058843	0.055115	0.064117	0.064248	0.073281	0.069772	0.049106	0.067913	0.056879	0.057090	0.053297	0.058289	0.071369	0.045431	0.073242	0.073242	0.066312	0.075157	0.075157	0.073332	0.049412	0.000000	0.069689	0.146813	0.144609	0.144609	0.148952	0.139848	0.142220	0.041586	0.146018	0.165914	0.141655	0.130675	0.128935	0.201118	0.182145	0.155922	0.293665	0.075606	0.171658	0.096349	0.085683	0.270016	0.339046	0.298376
Santos_A1.20160225	Santos Primer A1	20160225	38.7348396	9.1863262	Portugal	0.036255	0.028080	0.023505	0.023505	0.025795	0.021477	0.022357	0.022357	0.022340	0.022340	0.029508	0.029561	0.012970	0.031788	0.029724	0.030694	0.032741	0.035050	0.035050	0.035050	0.028530	0.028521	0.027375	0.026256	0.029744	0.029733	0.028524	0.029681	0.034212	0.033235	0.032951	0.021968	0.040820	0.036742	0.046764	0.046764	0.046764	0.044411	0.044411	0.043253	0.044528	0.050225	0.050225	0.047823	0.050315	0.047921	0.046672	0.031928	0.042040	0.042040	0.024708	0.027174	0.036223	0.049113	0.032892	0.049096	0.053917	0.053917	0.032877	0.046744	0.032198	0.040802	0.027036	0.042075	0.030368	0.031560	0.038351	0.037352	0.018359	0.053595	0.033867	0.034129	0.043204	0.031165	0.048964	0.012915	0.070947	0.070947	0.044758	0.055392	0.055392	0.061628	0.032699	0.069689	0.000000	0.123752	0.122336	0.122336	0.121253	0.119303	0.126650	0.018053	0.048440	0.125266	0.145750	0.101217	0.143509	0.179310	0.101234	0.125888	0.212873	0.200961	0.155249	0.206251	0.241308	0.159186	0.231211	0.282672
Cinek_bin11_primerA.20151120	Cinek lab sample bin11 primer A 20151120	20151120	61.505	23.815	Finland	0.130572	0.132204	0.135040	0.135040	0.137511	0.120388	0.122292	0.122292	0.124775	0.124775	0.122444	0.122531	0.105092	0.124809	0.121796	0.123715	0.132057	0.131876	0.131876	0.131876	0.118956	0.118910	0.116356	0.116485	0.119099	0.120483	0.118927	0.120238	0.119390	0.125833	0.123532	0.108739	0.123749	0.119941	0.133421	0.133421	0.133421	0.132020	0.132020	0.130710	0.136332	0.134412	0.134412	0.130395	0.133521	0.135798	0.134743	0.118435	0.135100	0.135100	0.125407	0.122237	0.129165	0.133265	0.125836	0.132069	0.136086	0.136086	0.124925	0.127747	0.116643	0.122437	0.125511	0.122425	0.133509	0.130942	0.124791	0.128060	0.111240	0.126518	0.127848	0.124772	0.119262	0.119842	0.125095	0.106134	0.141585	0.141585	0.133488	0.102594	0.102594	0.075731	0.124384	0.146813	0.123752	0.000000	0.001102	0.001102	0.004619	0.005533	0.029455	0.109854	0.178036	0.244987	0.264835	0.214447	0.262223	0.293001	0.202061	0.236193	0.321802	0.313964	0.273289	0.320471	0.350023	0.264126	0.356832	0.375987
