#Sequence ID	name	method	country	date	lat_lon	latlon	latitude	longitude	locality
Roma|20130101|Italy|333	SRA Sample SRR4074260 327	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20140101|China|130	SRA Sample ERR1190792 1	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|618	SRA Sample SRR4074260 612	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|342	SRA Sample ERR527107 331	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Montreal|20101118|Canada|17	SRA Sample SRR2565925 17	haplotype called by gretel version 0.0.8	Canada	20101118	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Lanzhou_Shi|20110101|China|966	SRA Sample ERR527135 86	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1206	SRA Sample SRR4074332 317	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20140101|China|97	SRA Sample ERR1190584 6	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Montreal|20100325|Canada|99	SRA Sample SRR2566056 99	haplotype called by gretel version 0.0.8	Canada	20100325	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Dallas|20140616|USA|201	SRA Sample SRR3160438 201	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Courtaboeuf_Cedex|20050101|France|36	SRA Sample ERR479395 1	haplotype called by gretel version 0.0.8	France	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex
Lanzhou_Shi|20110101|China|311	SRA Sample ERR527107 300	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1130	SRA Sample SRR4074332 241	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Montreal|20100325|Canada|70	SRA Sample SRR2566056 70	haplotype called by gretel version 0.0.8	Canada	20100325	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Lanzhou_Shi|20120101|China|124	SRA Sample ERR1018286 2	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|30	SRA Sample ERR1018201 27	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|438	SRA Sample SRR4074260 432	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|414	SRA Sample ERR527107 403	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1163	SRA Sample SRR4074332 274	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|78	SRA Sample SRR4074260 72	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20120101|China|845	SRA Sample ERR1018293 6	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|806	SRA Sample SRR4074260 800	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|640	SRA Sample ERR527107 629	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|404	SRA Sample ERR527107 393	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1178	SRA Sample SRR4074332 289	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|873	SRA Sample ERR527073 3	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|359	SRA Sample ERR1018206 229	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|204	SRA Sample SRR4074260 198	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20120101|China|546	SRA Sample ERR1018206 416	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Dallas|20140616|USA|52	SRA Sample SRR3160438 52	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Lanzhou_Shi|20090101|China|24	SRA Sample ERR504978 24	haplotype called by gretel version 0.0.8	China	20090101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|725	SRA Sample ERR1018235 11	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|740	SRA Sample ERR1018217 2	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|16	SRA Sample ERR527107 5	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|626	SRA Sample ERR1018206 496	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20140101|China|100	SRA Sample ERR1190584 9	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|840	SRA Sample ERR527104 13	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|212	SRA Sample ERR527107 201	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1328	SRA Sample SRR4074296 1	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20130101|China|4	SRA Sample ERR1578643 1	haplotype called by gretel version 0.0.8	China	20130101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1336	SRA Sample SRR4074357 1	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|886	SRA Sample ERR527135 6	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|493	SRA Sample ERR527107 482	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|273	SRA Sample ERR1018206 143	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|656	SRA Sample SRR4074260 650	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|155	SRA Sample ERR527107 144	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|497	SRA Sample SRR4074260 491	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|308	SRA Sample SRR4074260 302	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Kjellerup|20090101|Denmark|131	SRA Sample ERR525801 1	haplotype called by gretel version 0.0.8	Denmark	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup
Lanzhou_Shi|20120101|China|258	SRA Sample ERR1018206 128	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Courtaboeuf_Cedex|20050101|France|93	SRA Sample ERR479386 15	haplotype called by gretel version 0.0.8	France	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex
Lanzhou_Shi|20110101|China|831	SRA Sample ERR527104 4	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|812	SRA Sample ERR527107 801	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20140101|China|84	SRA Sample ERR1190619 8	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1218	SRA Sample SRR4074332 329	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Montreal|20100325|Canada|29	SRA Sample SRR2566056 29	haplotype called by gretel version 0.0.8	Canada	20100325	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Roma|20130101|Italy|174	SRA Sample SRR4074260 168	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|336	SRA Sample SRR4074260 330	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Courtaboeuf_Cedex|20050101|France|67	SRA Sample ERR479396 10	haplotype called by gretel version 0.0.8	France	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex
Lanzhou_Shi|20110101|China|4	SRA Sample ERR527106 1	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|482	SRA Sample SRR4074260 476	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Dallas|20140616|USA|170	SRA Sample SRR3160438 170	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Lanzhou_Shi|20140101|China|5	SRA Sample ERR1190711 2	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|698	SRA Sample SRR4074260 692	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|794	SRA Sample ERR527107 783	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1148	SRA Sample SRR4074332 259	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Montreal|20100715|Canada|1	SRA Sample SRR2583984 1	haplotype called by gretel version 0.0.8	Canada	20100715	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Lanzhou_Shi|20140101|China|183	SRA Sample ERR1190635 3	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|432	SRA Sample ERR527107 421	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Niederdorla|20100201|Germany|28	SRA Sample SRR2155368 27	haplotype called by gretel version 0.0.8	Germany	20100201		51.165691,10.451526	51.165691	10.451526	Niederdorla
Lanzhou_Shi|20140101|China|188	SRA Sample ERR1190672 2	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|31	SRA Sample SRR4074260 25	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|313	SRA Sample SRR4074260 307	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Courtaboeuf_Cedex|20050101|France|20	SRA Sample ERR479384 12	haplotype called by gretel version 0.0.8	France	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex
Roma|20130101|Italy|800	SRA Sample SRR4074260 794	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20090101|China|19	SRA Sample ERR504978 19	haplotype called by gretel version 0.0.8	China	20090101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|393	SRA Sample ERR527107 382	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|425	SRA Sample ERR527107 414	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|996	SRA Sample SRR4074332 107	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20120101|China|267	SRA Sample ERR1018206 137	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20140101|China|180	SRA Sample ERR1190753 2	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|552	SRA Sample ERR527107 541	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|101	SRA Sample SRR4074260 95	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20120101|China|234	SRA Sample ERR1018206 104	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Niederdorla|20100201|Germany|18	SRA Sample SRR2155368 17	haplotype called by gretel version 0.0.8	Germany	20100201		51.165691,10.451526	51.165691	10.451526	Niederdorla
Kjellerup|20090101|Denmark|162	SRA Sample ERR321559 1	haplotype called by gretel version 0.0.8	Denmark	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup
Niederdorla|20100201|Germany|19	SRA Sample SRR2155368 18	haplotype called by gretel version 0.0.8	Germany	20100201		51.165691,10.451526	51.165691	10.451526	Niederdorla
Baltimore|20140623|USA|4	SRA Sample SRR4481813 2	haplotype called by gretel version 0.0.8	USA	20140623	39.288462639338995 N 76.62594594061375 W	39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore
Lanzhou_Shi|20110101|China|39	SRA Sample ERR527107 28	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Houston|20130101|USA|21	SRA Sample SRR4032583 2	haplotype called by gretel version 0.0.8	USA	20130101	29.77152983140312 N 95.22124444140627 W	29.77152983140312,-95.2212444414063	29.77152983140312	-95.2212444414063	Houston
Lanzhou_Shi|20110101|China|1051	SRA Sample ERR527082 14	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|449	SRA Sample ERR527107 438	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Independence|20120823|USA|2	SRA Sample SRR2940941 1	haplotype called by gretel version 0.0.8	USA	20120823		37.09024,-95.712891	37.09024	-95.712891	Independence
Roma|20130101|Italy|1011	SRA Sample SRR4074332 122	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|855	SRA Sample ERR527104 28	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Girona|20141125|Spain|19	SRA Sample SRR2097329 8	haplotype called by gretel version 0.0.8	Spain	20141125	42.025312 N 2.831897 E	42.025312,2.831897	42.025312	2.831897	Girona
Lanzhou_Shi|20120101|China|536	SRA Sample ERR1018206 406	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1321	SRA Sample SRR4074314 4	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Kjellerup|20090101|Denmark|115	SRA Sample ERR525802 3	haplotype called by gretel version 0.0.8	Denmark	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup
Roma|20130101|Italy|706	SRA Sample SRR4074260 700	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Baltimore|20140608|USA|17	SRA Sample SRR4435814 7	haplotype called by gretel version 0.0.8	USA	20140608	39.288462639338995 N 76.62594594061375 W	39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore
Lanzhou_Shi|20110101|China|505	SRA Sample ERR527107 494	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|706	SRA Sample ERR527107 695	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Courtaboeuf_Cedex|20050101|France|43	SRA Sample ERR479395 8	haplotype called by gretel version 0.0.8	France	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex
Lanzhou_Shi|20120101|China|249	SRA Sample ERR1018206 119	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20140101|China|108	SRA Sample ERR1190584 17	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|605	SRA Sample ERR1018206 475	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|608	SRA Sample ERR1018206 478	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|593	SRA Sample ERR527107 582	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|298	SRA Sample ERR1018206 168	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20140101|China|129	SRA Sample ERR1190929 3	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Houston|20130101|USA|14	SRA Sample SRR4032495 1	haplotype called by gretel version 0.0.8	USA	20130101	29.77152983140312 N 95.22124444140627 W	29.77152983140312,-95.2212444414063	29.77152983140312	-95.2212444414063	Houston
Lanzhou_Shi|20110101|China|202	SRA Sample ERR527107 191	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Kjellerup|20090101|Denmark|182	SRA Sample ERR525751 2	haplotype called by gretel version 0.0.8	Denmark	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup
Niederdorla|20101101|Germany|11	SRA Sample SRR2155317 1	haplotype called by gretel version 0.0.8	Germany	20101101		51.165691,10.451526	51.165691	10.451526	Niederdorla
Roma|20130101|Italy|221	SRA Sample SRR4074260 215	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|86	SRA Sample ERR527107 75	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|825	SRA Sample SRR4074260 819	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|1260	SRA Sample SRR4074332 371	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Dallas|20140616|USA|106	SRA Sample SRR3160438 106	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Roma|20130101|Italy|520	SRA Sample SRR4074260 514	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20120101|China|727	SRA Sample ERR1018235 13	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Houston|20130101|USA|23	SRA Sample SRR4032470 2	haplotype called by gretel version 0.0.8	USA	20130101	29.77152983140313 N 95.22124444140628 W	29.77152983140313,-95.2212444414063	29.77152983140313	-95.2212444414063	Houston
Lanzhou_Shi|20130101|China|5	SRA Sample ERR1578698 1	haplotype called by gretel version 0.0.8	China	20130101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|264	SRA Sample SRR4074260 258	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Kjellerup|20090101|Denmark|133	SRA Sample ERR209129 2	haplotype called by gretel version 0.0.8	Denmark	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup
Dallas|20140616|USA|77	SRA Sample SRR3160438 77	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Lanzhou_Shi|20110101|China|927	SRA Sample ERR527135 47	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|337	SRA Sample SRR4074260 331	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Evrange|20120921|Luxembourg|3	SRA Sample SRR3313062 3	haplotype called by gretel version 0.0.8	Luxembourg	20120921	49.5 N 6.2 E	49.5,6.2	49.5	6.2	Evrange
Madrid|20090101|Spain|9	SRA Sample ERR209824 4	haplotype called by gretel version 0.0.8	Spain	20090101		40.463667,-3.74922	40.463667	-3.74922	Madrid
Lanzhou_Shi|20120101|China|245	SRA Sample ERR1018206 115	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|309	SRA Sample ERR1018206 179	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|577	SRA Sample ERR527107 566	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|579	SRA Sample ERR1018206 449	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|569	SRA Sample ERR527107 558	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Division_No_18|20101001|Canada|7	SRA Sample SRR1554403 7	haplotype called by gretel version 0.0.8	Canada	20101001		56.130366,-106.346771	56.130366	-106.346771	Division No. 18
Lanzhou_Shi|20110101|China|1072	SRA Sample ERR527082 35	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|901	SRA Sample ERR527135 21	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|173	SRA Sample SRR4074260 167	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|1020	SRA Sample SRR4074332 131	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Kjellerup|20090101|Denmark|134	SRA Sample ERR321572 1	haplotype called by gretel version 0.0.8	Denmark	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup
Lanzhou_Shi|20120101|China|669	SRA Sample ERR1018290 2	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Courtaboeuf_Cedex|20050101|France|87	SRA Sample ERR479386 9	haplotype called by gretel version 0.0.8	France	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex
Roma|20130101|Italy|226	SRA Sample SRR4074260 220	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Courtaboeuf_Cedex|20050101|France|71	SRA Sample ERR479367 1	haplotype called by gretel version 0.0.8	France	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex
Lanzhou_Shi|20120101|China|764	SRA Sample ERR589824 18	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|602	SRA Sample SRR4074260 596	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20120101|China|288	SRA Sample ERR1018206 158	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|344	SRA Sample ERR1018206 214	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|669	SRA Sample SRR4074260 663	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Courtaboeuf_Cedex|20050101|France|88	SRA Sample ERR479386 10	haplotype called by gretel version 0.0.8	France	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex
Roma|20130101|Italy|991	SRA Sample SRR4074332 102	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20120101|China|166	SRA Sample ERR1018206 36	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Courtaboeuf_Cedex|20050101|France|77	SRA Sample ERR479367 7	haplotype called by gretel version 0.0.8	France	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex
Courtaboeuf_Cedex|20050101|France|47	SRA Sample ERR479395 12	haplotype called by gretel version 0.0.8	France	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex
Madrid|20090101|Spain|34	SRA Sample ERR414386 4	haplotype called by gretel version 0.0.8	Spain	20090101		40.463667,-3.74922	40.463667	-3.74922	Madrid
Roma|20130101|Italy|1282	SRA Sample SRR4074332 393	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Courtaboeuf_Cedex|20050101|France|74	SRA Sample ERR479367 4	haplotype called by gretel version 0.0.8	France	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex
Lanzhou_Shi|20120101|China|880	SRA Sample ERR1018191 18	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|781	SRA Sample ERR589824 35	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Courtaboeuf_Cedex|20050101|France|34	SRA Sample ERR479385 3	haplotype called by gretel version 0.0.8	France	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex
